round,mean_acc,std_acc,mean_asr,std_asr,mean_src_acc,mean_val_acc
1,88.76,0.0,84.58149779735683,0.0,14.801762114537445,88.94262841894596
2,93.49,0.0,44.84581497797357,0.0,53.12775330396476,93.42895263509006
